,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Position Category,Class
1473,Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,18,18,1540,17.1,0,0,0,33.3,0,0,14,0.0,0.0,0.0,36,42.7,85,758,265,10.3,11.2,91.7,20.1,21.7,92.7,5.26,8.54,61.6,0,0,2,0.06,0.0,2.05,42.7,41.8,0.88,0.53,0.0,0.53,0.0,0.12,0.0,0.0,0.0,0.0,36,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,72,0,1,1,0.23,1,2,6,0.12,54.3,12.9,32.2,21.3,0.88,0.35,54.3,0,0,100.0,0.0,0.0,37,212,111,0.23,0,0,0,0,35.8,0.0,0,0,0.0,0,0,0,0,0.88,0,0.0,0.06,3,1,1,60.4,DF,2
1474,Yasser Larouci,ALG,DFFW,Troyes,Ligue 1,22,2001,19,13,1150,12.8,1,0,0,42.9,0,0,19,0.0,0.0,0.0,32,42.6,76,482,169,18.0,20.9,86.1,12.1,15.7,77.1,1.17,3.13,37.5,0,0,2,1.09,0.55,3.36,42.6,34.8,7.58,0.55,0.31,0.0,2.66,6.95,0.0,0.0,0.0,0.0,32,0,1,1,1,0,0,0,0,0.08,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,75,0,0,0,0.7,1,2,1,0.0,54.1,2.97,15.4,24.9,15.0,1.33,54.1,4,1,39.6,2.03,49.1,39,286,141,4.06,2,0,2,2,33.9,6.41,0,0,0.0,0,1,0,2,0.63,0,0.0,0.08,7,1,0,73.7,DF,2
1475,Jordan Larsson,SWE,FWMF,Schalke 04,Bundesliga,25,1997,11,5,463,5.1,0,1,0,0.0,0,0,16,0.0,0.0,0.0,17,22.9,74,242,78,9.61,11.4,84.5,5.29,6.47,81.8,0.78,1.96,40.0,0,0,1,0.98,0.0,2.35,22.9,22.0,0.98,0.2,0.0,0.2,0.39,0.39,0.39,0.2,0.2,0.0,17,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,1,25,1,1,0,1.76,0,2,0,0.0,33.9,0.39,3.92,17.6,13.1,2.35,33.9,2,0,30.8,1.37,53.8,17,99,32,0.98,0,0,0,1,20.8,5.69,0,0,0.0,1,1,0,0,0.98,0,0.0,0.0,4,1,2,35.3,FW,2
1476,Kevin Lasagna,ITA,FWMF,Hellas Verona,Serie A,30,1992,17,12,1116,12.4,1,3,0,20.5,0,0,18,0.0,0.0,0.0,8,14.8,59,134,32,4.27,6.45,66.3,3.23,4.92,65.6,0.4,0.81,50.0,0,0,0,0.4,0.0,0.97,14.8,13.6,0.81,0.08,0.0,0.08,0.73,0.08,0.0,0.0,0.0,0.0,8,0,0,2,1,0,0,0,0,0.08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,44,0,0,0,0.81,0,0,0,0.0,28.1,0.73,3.47,10.5,14.7,4.27,28.1,2,0,25.9,1.29,59.3,15,96,43,2.02,1,0,3,2,18.4,6.05,0,0,0.0,1,1,0,0,0.24,0,0.0,0.0,4,0,2,21.7,FW,2
1477,Latasa,ESP,FWDF,Getafe,La Liga,21,2001,10,0,106,1.2,0,6,2,37.5,0,0,13,0.0,0.0,0.0,16,28.3,58,270,95,7.5,10.0,75.0,6.67,10.0,66.7,0.83,1.67,50.0,0,0,2,0.83,0.0,3.33,28.3,27.5,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,100,0,1,0,0.83,0,2,3,0.0,50.0,3.33,7.5,17.5,25.0,10.8,50.0,2,0,33.3,1.67,66.7,25,81,7,0.0,0,0,4,2,37.5,5.83,0,0,0.0,2,3,0,0,0.83,0,0.0,0.0,2,12,10,53.6,FW,2
1478,Toni Lato,ESP,MFDF,Valencia,La Liga,25,1997,14,5,545,6.1,1,1,0,14.3,0,1,19,0.16,0.0,0.0,39,47.5,83,632,189,19.5,20.8,93.7,16.4,19.2,85.5,2.46,5.08,48.4,0,1,3,1.48,0.33,3.77,47.5,42.8,4.59,0.98,0.0,0.33,3.11,2.3,1.31,0.33,0.66,0.0,39,0,0,3,2,0,0,0,0,0.16,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,50,0,1,0,1.15,0,2,1,0.0,56.7,1.97,13.6,23.1,20.3,2.13,56.7,0,0,50.0,0.33,33.3,31,157,84,1.64,1,0,0,0,38.5,5.25,0,0,0.0,0,0,0,3,0.66,0,0.0,0.0,4,0,1,16.7,MF,2
1479,Danny Latza,GER,MF,Schalke 04,Bundesliga,33,1989,12,4,441,4.9,0,1,0,0.0,0,0,21,0.2,0.0,0.0,35,44.3,79,592,151,15.5,17.1,90.5,16.3,19.6,83.3,2.24,4.08,55.0,0,0,2,0.82,0.41,4.49,44.3,40.4,3.88,1.02,0.0,0.41,2.65,0.41,1.22,0.82,0.2,0.0,35,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,1,57,0,2,0,2.04,0,2,1,0.0,55.9,1.22,16.5,29.0,11.4,1.22,55.9,1,0,25.0,1.02,62.5,25,106,56,1.02,0,0,0,1,30.2,1.43,0,0,0.0,1,1,0,2,1.63,0,0.0,0.0,8,1,2,37.5,MF,0
1480,Roméo Lavia,BEL,MF,Southampton,Premier League,19,2004,13,11,893,9.9,1,0,0,40.0,0,0,25,0.0,0.0,0.0,32,37.9,86,589,159,13.9,15.9,87.9,15.2,16.4,92.6,3.23,3.94,82.1,0,0,4,0.51,0.0,3.94,37.9,37.7,0.2,0.1,0.2,0.51,0.1,0.0,0.1,0.0,0.0,0.1,32,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,1,0,0,1,40,0,2,0,1.72,1,4,0,0.0,49.9,1.62,10.1,32.3,7.98,0.0,49.9,1,0,42.1,0.71,36.8,30,146,60,0.51,0,0,0,1,28.4,0.91,0,0,0.0,1,1,0,0,1.21,0,0.0,0.0,8,0,0,57.1,MF,0
1481,Lázaro,BRA,MFFW,Almería,La Liga,20,2002,9,2,255,2.8,1,1,0,33.3,0,1,18,0.0,0.0,0.0,26,34.6,77,382,137,16.1,18.2,88.2,6.07,9.29,65.4,2.5,3.93,63.6,0,1,5,0.71,0.36,3.57,34.6,32.5,2.14,0.0,0.0,0.71,2.5,0.36,0.71,0.71,0.0,0.0,26,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,2,0,2.14,0,0,0,0.0,47.5,0.36,3.57,21.1,23.9,2.5,47.5,3,2,63.6,1.43,36.4,28,193,93,2.86,2,0,2,1,32.9,6.79,0,0,0.0,0,1,0,2,0.0,0,0.0,0.0,4,0,1,0.0,MF,2
1482,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15,13,1065,11.8,0,0,0,28.6,0,0,14,0.0,0.0,0.0,44,58.9,75,728,271,22.3,25.2,88.6,16.4,21.6,76.1,4.07,8.39,48.5,0,1,3,1.36,0.68,4.92,58.9,44.5,14.2,1.69,0.0,0.08,5.51,9.75,2.8,0.76,1.27,0.08,44,0,1,3,2,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,75,0,0,0,0.76,0,1,1,0.0,66.5,2.46,12.6,27.1,27.5,1.86,66.5,2,1,46.2,0.76,34.6,32,164,88,3.22,1,0,1,0,38.5,5.93,0,0,0.0,0,0,0,5,0.42,0,0.08,0.0,6,0,0,50.0,DF,0
1483,Darko Lazovi?,SRB,DFMF,Hellas Verona,Serie A,32,1990,17,16,1323,14.7,3,1,0,32.0,0,0,19,0.07,0.0,0.0,21,33.4,63,354,149,10.0,12.8,78.2,7.96,11.3,70.5,2.31,5.92,39.1,0,1,1,1.43,0.61,3.61,33.4,28.8,4.15,0.27,0.14,0.07,4.35,2.72,1.16,0.54,0.34,0.0,21,0,1,2,1,0,0,0,0,0.14,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,37,0,0,0,0.41,0,1,0,0.0,42.6,1.29,7.48,16.1,19.7,2.59,42.6,2,0,22.6,1.43,67.7,21,130,76,2.99,1,0,1,0,25.4,6.87,0,0,0.0,0,0,0,4,0.61,0,0.0,0.0,5,0,0,27.8,DF,0
1484,Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,18,15,1217,13.5,0,0,0,33.3,0,0,20,0.0,0.0,0.0,48,55.3,88,677,242,29.0,31.0,93.6,16.0,18.2,87.8,1.78,2.44,72.7,0,0,2,0.59,0.3,2.59,55.3,45.6,9.56,0.89,0.0,0.07,1.48,8.59,0.07,0.0,0.07,0.0,48,0,0,1,1,0,0,0,0,0.07,0,0,0,0,0,0,0.0,1,1,0,0,0,1,2,60,0,1,0,0.81,0,2,1,0.07,64.7,2.22,21.9,31.5,12.2,1.04,64.7,1,0,35.0,0.81,55.0,35,265,172,4.22,2,0,1,0,41.9,3.04,0,0,0.0,0,2,0,1,1.19,0,0.0,0.0,4,0,0,33.3,DF,2
1485,Théo Le Bris,FRA,MFDF,Lorient,Ligue 1,20,2002,16,11,956,10.6,2,0,0,44.4,0,0,13,0.0,0.0,0.0,27,34.9,79,384,115,17.5,20.8,84.5,8.87,10.5,84.7,0.75,1.79,42.1,0,0,1,0.57,0.19,2.64,34.9,31.2,3.58,0.38,0.0,0.0,0.94,2.83,0.0,0.0,0.0,0.0,27,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2,43,1,1,0,1.32,1,3,1,0.0,45.6,1.42,11.2,19.4,15.1,2.64,45.6,2,0,32.0,1.6,68.0,31,199,89,3.02,1,1,1,0,28.5,5.57,0,0,0.0,0,0,0,0,1.23,0,0.0,0.0,4,0,0,50.0,MF,0
1486,Jérémy Le Douaron,FRA,FWMF,Brest,Ligue 1,24,1998,17,10,952,10.6,5,2,1,40.0,0,0,9,0.0,0.0,0.0,10,16.2,67,152,20,6.7,8.77,76.3,3.21,5.09,63.0,0.47,0.85,55.6,0,0,0,0.38,0.19,0.57,16.2,15.4,0.66,0.0,0.09,0.0,1.23,0.0,0.0,0.0,0.0,0.0,10,0,0,1,0,0,0,0,0,0.28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,6,1,1,0,1.13,0,1,1,0.0,30.2,1.23,4.15,12.2,14.3,3.77,30.2,2,0,32.1,1.42,53.6,20,141,36,1.51,0,0,2,2,21.8,4.72,0,0,0.0,1,1,0,1,0.57,0,0.0,0.0,2,3,3,47.2,FW,2
1487,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,23,2000,22,22,1928,21.4,4,1,0,55.2,0,0,23,0.23,0.0,0.0,48,60.6,79,841,282,20.7,23.5,88.0,18.6,22.4,83.1,5.93,9.91,59.9,0,2,5,0.89,0.19,6.68,60.6,52.7,7.76,3.32,0.33,0.47,4.49,0.23,3.13,1.17,1.26,0.09,48,0,1,4,2,0,0,0,0,0.05,0,0,0,0,0,0,0.0,3,2,1,1,0,1,3,41,2,1,0,1.26,0,4,1,0.05,74.8,2.66,15.8,41.5,18.9,0.84,74.8,4,1,41.9,1.73,43.0,54,340,157,2.85,2,0,2,1,49.2,2.29,0,0,0.0,1,1,0,4,2.15,0,0.0,0.0,7,0,0,32.1,MF,2
1488,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,33,1989,22,22,1980,22.0,0,0,0,50.0,0,0,17,0.0,0.0,0.0,42,51.3,82,663,288,21.5,24.2,88.7,16.8,19.6,85.6,2.45,4.95,49.5,0,0,3,0.82,0.32,4.68,51.3,41.5,9.73,1.5,0.09,0.05,1.23,8.23,0.0,0.0,0.0,0.0,42,0,0,1,1,0,0,0,0,0.05,0,0,0,0,0,0,0.0,2,1,1,0,0,1,1,77,0,0,0,0.55,1,3,3,0.05,60.2,4.82,21.7,29.4,9.82,1.05,60.2,1,0,36.4,0.45,45.5,37,218,116,2.14,1,0,0,0,33.1,2.41,0,0,0.0,0,0,0,1,1.0,0,0.0,0.0,5,0,0,47.2,DF,2
1489,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,33,1989,18,15,1295,14.4,0,0,0,0.0,0,0,22,0.0,0.0,0.0,47,59.4,79,911,379,18.6,21.0,88.7,21.6,25.1,86.1,5.83,11.3,51.5,0,0,4,0.49,0.21,5.14,59.4,55.7,3.61,2.08,0.0,0.83,0.69,0.97,0.0,0.0,0.0,0.0,47,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.07,2,1,1,0,0,1,1,65,0,1,0,0.35,1,4,3,0.0,68.8,8.13,30.4,35.5,3.82,0.28,68.8,0,0,88.9,0.0,0.0,48,274,153,0.63,1,0,0,0,42.6,0.21,0,0,0.07,1,0,0,0,1.39,0,0.14,0.0,7,2,1,69.1,DF,0
1490,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,26,1996,17,15,1356,15.1,0,0,0,33.3,0,0,14,0.0,0.0,0.0,47,52.5,90,924,287,14.8,16.4,89.9,26.8,28.4,94.4,5.03,6.69,75.2,0,0,2,0.07,0.0,3.64,52.5,49.8,2.58,1.99,0.0,0.07,0.0,0.13,0.0,0.0,0.0,0.0,47,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,72,0,1,0,0.33,0,2,3,0.0,61.1,9.74,32.3,27.7,1.32,0.46,61.1,0,0,100.0,0.0,0.0,36,180,93,0.6,0,0,0,0,39.3,0.0,0,0,0.0,1,1,0,0,0.73,0,0.0,0.0,4,2,1,72.4,DF,2
1491,Rafael Leão,POR,FWMF,Milan,Serie A,23,1999,21,17,1524,16.9,8,3,0,26.7,0,0,18,0.0,0.0,0.0,20,28.2,72,368,115,9.23,12.1,76.5,8.17,10.2,79.8,2.54,3.79,67.2,0,1,2,2.07,0.53,4.44,28.2,26.8,1.3,0.12,0.12,0.83,2.13,1.01,0.18,0.0,0.0,0.0,20,0,0,4,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,20,0,0,0,0.06,0,0,0,0.0,39.8,0.36,2.07,16.4,22.2,5.74,39.8,4,2,42.7,2.31,47.6,26,250,127,4.73,3,2,2,1,30.8,8.17,0,0,0.06,0,1,0,2,0.06,0,0.0,0.0,3,1,1,52.6,FW,1
1492,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,17,17,1417,15.7,3,1,0,28.0,0,0,23,0.13,0.0,0.0,38,45.7,83,767,269,14.6,16.7,87.8,15.5,17.3,89.3,6.75,9.75,69.3,0,0,4,0.45,0.13,5.67,45.7,43.4,2.17,1.85,0.13,1.02,1.02,0.32,0.0,0.0,0.0,0.0,38,0,0,1,1,0,0,0,0,0.19,0,0,0,0,0,0,0.06,2,1,1,1,0,1,3,42,1,1,0,1.15,2,4,1,0.0,57.8,3.38,16.6,33.0,9.55,0.76,57.8,1,0,37.5,0.45,43.8,41,249,112,0.96,1,0,1,0,35.1,1.21,0,0,0.0,1,1,0,1,1.72,0,0.06,0.0,8,0,0,62.5,MF,2
1493,Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,17,17,1458,16.2,0,0,0,0.0,0,0,14,0.0,0.0,0.0,43,55.7,78,912,342,13.2,15.6,84.6,23.7,27.7,85.7,6.48,10.7,60.3,0,0,4,0.12,0.0,4.88,55.7,52.8,2.72,1.6,0.0,0.37,0.12,0.25,0.0,0.0,0.0,0.0,43,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,73,0,0,0,0.43,1,2,3,0.0,65.6,7.53,29.9,32.0,4.32,0.68,65.6,0,0,0.0,0.0,0.0,36,177,103,0.74,0,0,0,0,39.0,0.62,0,0,0.0,1,1,0,0,0.8,0,0.06,0.0,5,2,2,51.9,DF,2
1494,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,9,7,663,7.4,0,0,0,50.0,0,0,19,0.0,0.0,0.0,33,44.3,75,633,228,14.2,17.2,82.7,15.4,19.2,80.3,3.65,6.76,54.0,0,0,2,0.14,0.0,3.38,44.3,43.1,1.22,0.81,0.0,0.27,0.0,0.14,0.0,0.0,0.0,0.0,33,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,80,0,0,0,0.41,2,3,3,0.14,54.7,5.68,25.4,27.7,1.62,0.27,54.7,0,0,0.0,0.14,100.0,27,129,59,0.68,0,0,0,0,30.4,0.14,0,0,0.0,0,0,0,0,0.95,0,0.0,0.0,4,2,1,58.1,DF,0
1495,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,18,18,1488,16.5,3,1,0,44.0,0,0,30,0.79,0.0,0.0,38,48.5,79,900,336,8.61,9.82,87.7,22.5,24.6,91.4,7.33,13.0,56.3,0,0,3,0.18,0.0,2.67,48.5,45.8,2.48,2.36,0.0,1.52,0.06,0.12,0.0,0.0,0.0,0.0,38,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,68,0,0,0,0.24,0,1,4,0.0,57.2,6.48,27.9,27.2,2.55,0.42,57.2,0,0,60.0,0.06,20.0,33,149,87,0.24,0,0,0,0,36.3,0.06,0,0,0.06,0,0,0,0,0.61,0,0.06,0.0,4,2,1,64.8,DF,2
1496,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,16,12,1155,12.8,0,0,0,11.1,0,0,26,0.0,0.0,0.0,44,57.0,77,730,245,21.7,25.1,86.6,18.6,23.4,79.3,2.89,5.63,51.4,0,0,3,0.47,0.31,4.45,57.0,47.1,9.69,1.09,0.0,0.31,2.81,8.44,0.16,0.0,0.08,0.0,44,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,1,57,0,0,0,0.78,1,2,2,0.08,66.8,2.81,18.3,32.6,17.0,1.02,66.8,1,0,57.9,0.47,31.6,36,199,116,2.89,1,0,1,0,36.2,4.3,0,0,0.0,1,0,0,2,1.02,0,0.0,0.0,8,1,0,66.7,DF,2
1497,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,15,9,662,7.4,0,0,0,50.0,0,0,23,0.0,0.0,0.0,49,59.7,83,748,210,28.6,30.7,93.4,14.7,17.4,84.5,4.19,6.89,60.8,0,2,5,1.76,0.68,5.14,59.7,56.2,3.38,0.95,0.41,0.68,3.92,0.81,1.49,0.54,0.68,0.0,49,0,1,3,2,0,0,0,0,0.14,0,0,0,0,0,0,0.14,1,0,0,0,0,0,1,20,1,0,0,0.54,0,2,0,0.0,68.2,1.35,11.6,37.8,20.0,1.22,68.2,2,1,40.9,1.22,40.9,44,234,120,2.84,2,0,1,2,52.8,5.14,0,0,0.0,0,0,0,3,0.95,0,0.0,0.0,6,0,0,33.3,MF,2
1498,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,13,11,935,10.4,0,0,0,0.0,0,0,15,0.0,0.0,0.0,60,69.2,87,1143,438,22.0,22.3,98.7,32.1,35.4,90.8,5.67,9.62,59.0,0,0,3,0.38,0.29,3.94,69.2,68.4,0.87,0.58,0.0,0.77,1.06,0.29,0.0,0.0,0.0,0.0,60,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,64,0,1,0,0.87,0,2,2,0.19,78.6,8.65,39.5,34.3,5.0,0.77,78.6,0,0,25.0,0.19,50.0,55,261,155,1.35,1,0,0,0,60.0,0.48,0,0,0.0,0,0,0,1,0.77,0,0.0,0.0,4,2,1,67.6,DF,2
1499,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,12,5,613,6.8,0,1,0,28.6,0,0,23,0.0,0.0,0.0,39,52.8,74,687,278,18.7,21.2,88.2,14.0,17.9,77.9,5.15,10.4,49.3,0,1,3,1.62,0.88,3.82,52.8,40.9,11.8,1.76,0.0,0.44,6.47,7.65,2.35,1.18,0.88,0.0,39,0,1,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,2,50,1,1,0,1.32,1,3,2,0.0,63.7,3.38,14.9,29.9,19.7,1.76,63.7,0,0,60.0,0.15,20.0,29,144,80,2.35,1,0,0,0,33.5,5.74,0,0,0.0,1,0,0,6,1.91,0,0.0,0.0,6,0,1,42.9,DF,0
1500,Sergio León,ESP,FW,Valladolid,La Liga,34,1989,17,11,913,10.1,5,1,1,68.4,0,0,16,0.0,0.1,0.2,8,12.6,66,130,19,4.46,5.45,81.8,2.67,4.26,62.8,0.59,1.19,50.0,0,0,0,0.4,0.1,1.09,12.6,10.7,1.68,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,8,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,0,0,0.4,0,0,0,0.0,22.5,0.5,1.88,10.4,10.7,3.27,22.3,1,0,14.3,0.99,71.4,13,71,36,1.29,0,0,3,1,16.7,4.95,0,0,0.0,0,1,1,0,0.3,0,0.0,0.0,2,1,2,35.0,FW,2
1501,Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,17,13,1201,13.3,1,1,0,6.7,0,1,23,0.0,0.0,0.0,56,63.7,88,968,222,23.5,26.9,87.2,26.6,28.5,93.4,4.29,5.11,83.8,0,0,5,0.38,0.08,6.17,63.7,63.1,0.6,0.45,0.15,0.23,0.45,0.15,0.0,0.0,0.0,0.0,56,0,0,1,1,0,0,0,0,0.08,0,0,0,0,0,0,0.0,2,1,1,1,0,1,3,47,1,1,0,1.43,1,4,0,0.0,75.9,1.95,15.3,46.1,15.3,1.05,75.9,2,1,48.6,1.2,43.2,59,272,110,1.05,1,0,2,0,53.2,1.95,0,0,0.0,1,1,0,0,1.65,0,0.0,0.0,8,1,1,48.3,MF,2
1502,Mehdi Léris,ALG,MFDF,Sampdoria,Serie A,24,1998,19,16,1355,15.1,0,0,0,40.0,0,0,11,0.0,0.0,0.0,23,34.9,66,348,125,13.5,16.1,84.0,6.89,10.9,63.0,1.79,3.84,46.6,0,0,1,0.66,0.2,2.12,34.9,32.9,1.72,0.07,0.2,0.33,2.32,1.66,0.0,0.0,0.0,0.0,23,0,1,1,1,0,0,0,0,0.07,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2,44,1,1,0,1.32,1,3,0,0.0,48.0,1.46,11.0,20.2,17.6,2.38,48.0,2,0,33.3,1.26,57.6,27,136,57,1.72,0,0,3,1,32.1,6.09,0,0,0.0,2,1,0,2,1.85,0,0.0,0.0,5,2,1,63.8,MF,0
1503,Jefferson Lerma,COL,MFDF,Bournemouth,Premier League,28,1994,22,22,1973,21.9,2,0,0,18.8,0,0,16,0.0,0.0,0.0,35,43.2,81,553,197,17.1,19.6,87.0,14.8,16.7,88.8,1.96,4.25,46.2,0,0,3,0.59,0.05,3.24,43.2,41.6,1.6,1.19,0.14,0.09,0.18,0.32,0.0,0.0,0.0,0.0,35,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,71,0,0,0,0.37,1,2,3,0.05,52.6,5.62,18.3,26.5,8.68,1.23,52.6,0,0,56.3,0.32,43.8,24,100,49,0.59,0,0,0,0,31.1,0.78,0,0,0.0,0,1,0,0,0.78,0,0.09,0.05,6,1,1,62.7,MF,0
1504,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,16,8,709,7.9,0,1,0,20.0,0,0,20,0.13,0.0,0.0,30,41.3,74,479,150,16.7,21.1,79.0,9.75,12.2,80.2,2.28,4.3,52.9,0,0,2,0.76,0.13,4.18,41.3,40.0,0.76,0.63,0.25,0.63,0.89,0.0,0.13,0.0,0.0,0.0,30,0,0,2,1,0,0,0,0,0.13,0,0,0,0,0,0,0.0,4,3,2,2,0,2,4,62,1,2,0,2.03,1,5,0,0.0,54.6,2.03,15.1,32.2,8.99,1.52,54.6,2,0,27.8,1.27,55.6,37,204,95,1.01,1,0,1,1,31.3,2.03,0,0,0.0,3,1,0,0,3.29,0,0.0,0.0,8,1,1,58.3,MF,0
1505,Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,17,16,1334,14.8,14,4,2,51.6,0,0,12,0.14,0.0,0.07,19,25.3,76,269,53,11.6,13.7,84.7,5.61,7.23,77.6,0.88,1.28,68.4,0,1,1,1.28,0.14,3.24,25.3,24.5,0.34,0.07,0.27,0.2,0.68,0.0,0.0,0.0,0.0,0.0,19,0,0,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,55,0,0,0,0.68,0,0,0,0.0,37.2,0.27,1.08,13.8,22.6,6.69,37.1,1,1,51.7,0.95,48.3,24,122,43,1.22,1,0,3,1,31.8,7.64,0,0,0.07,1,1,0,0,0.34,0,0.0,0.0,1,1,1,51.2,FW,1
1506,Jamie Leweling,GER,FW,Union Berlin,Bundesliga,21,2001,9,0,129,1.4,1,4,2,66.7,0,0,13,0.0,0.0,0.0,12,17.1,70,195,28,5.0,7.14,70.0,2.86,5.0,57.1,2.14,2.14,100.0,0,0,0,0.71,0.71,1.43,17.1,16.4,0.71,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,12,0,0,5,2,0,1,1,0,0.0,1,0,0,0,0,0,0.0,2,2,1,0,0,1,1,100,0,0,0,0.71,0,2,0,0.0,43.6,0.0,5.71,12.9,26.4,7.86,43.6,11,2,25.0,7.14,62.5,29,225,47,1.43,3,0,5,3,29.3,6.43,0,0,0.0,3,4,0,2,2.14,0,0.0,0.0,7,0,2,20.0,FW,2
1507,Rico Lewis,ENG,DFMF,Manchester City,Premier League,18,2004,9,5,453,5.0,0,0,0,100.0,0,0,26,0.0,0.0,0.0,63,69.2,91,920,134,39.0,40.4,96.5,21.4,22.8,93.9,1.8,2.6,69.2,0,1,3,1.2,0.6,4.2,69.2,64.4,4.6,0.4,0.0,0.0,0.8,4.2,0.0,0.0,0.0,0.0,63,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,1,71,0,0,0,0.2,0,2,1,0.0,75.8,1.8,12.4,43.4,20.6,1.2,75.8,1,0,37.5,0.4,25.0,54,287,150,3.4,2,0,0,1,60.8,2.0,0,0,0.0,0,1,0,0,1.4,0,0.0,0.0,3,0,0,0.0,DF,2
