,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Position Category,Class
200,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,2,0,47,0.5,0,2,0,0.0,0,0,20,0.0,0.0,0.0,66,82.0,80,928,262,30.0,34.0,88.2,32.0,38.0,84.2,0.0,2.0,0.0,0,0,10,2.0,0.0,8.0,82.0,78.0,4.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,66,0,0,6,4,2,0,0,0,0.0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,2,0.0,92.0,2.0,6.0,38.0,50.0,10.0,92.0,0,0,0.0,0.0,0.0,72,474,382,8.0,2,4,2,0,64.0,8.0,0,0,0.0,0,0,0,6,0.0,0,0.0,0.0,10,0,0,0.0,DF,3
201,Junior Firpo,ESP,DF,Leeds United,Premier League,26,1996,5,1,209,2.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,34,47.0,73,544,175,17.0,20.4,83.0,15.7,18.7,83.7,1.3,4.35,30.0,0,0,3,0.0,0.0,2.61,47.0,34.8,11.7,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,34,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,1,0,1,3,33,2,2,0,1.3,0,3,3,0.0,57.4,3.48,14.8,33.0,10.0,0.87,57.4,1,0,66.7,0.43,33.3,22,65,25,0.43,0,0,1,1,29.1,3.48,0,0,0.0,3,0,0,0,1.74,0,0.0,0.0,4,1,2,37.5,DF,3
202,Kilian Fischer,GER,DFFW,Wolfsburg,Bundesliga,22,2000,3,1,114,1.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,31,43.1,73,549,353,14.6,16.9,86.4,14.6,20.0,73.1,2.31,5.38,42.9,0,0,3,0.0,0.0,4.62,43.1,33.1,10.0,0.0,0.0,0.0,1.54,10.0,0.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.54,1,2,1,0.0,50.0,1.54,18.5,20.8,10.8,0.0,50.0,0,0,100.0,0.0,0.0,20,80,30,0.77,0,0,0,0,24.6,0.77,0,0,0.0,1,1,0,1,0.0,0,0.0,0.0,3,0,1,33.3,DF,3
203,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2,1,97,1.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,56,71.8,78,1013,294,23.6,25.5,92.9,29.1,32.7,88.9,3.64,12.7,28.6,0,0,3,0.91,0.0,6.36,71.8,52.7,18.2,2.73,0.0,0.0,4.55,12.7,2.73,0.0,2.73,0.0,56,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,2,66,0,0,0,0.0,0,3,0,0.0,77.3,1.82,19.1,37.3,20.9,0.91,77.3,0,0,0.0,0.0,0.0,46,160,53,0.0,0,0,0,0,42.7,4.55,0,0,0.0,0,0,0,4,1.82,0,0.0,0.0,3,0,0,0.0,DF,3
204,Datro Fofana,CIV,FWMF,Chelsea,Premier League,20,2002,1,0,16,0.2,0,5,0,0.0,0,0,11,0.0,0.0,0.0,5,10.0,50,45,25,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,10,0,0,10,0,0,0.0,0,0,0,0,0,0,0.0,5,0,0,0,5,0,0,0,0,0,0,0.0,0,5,0,0.0,45.0,0.0,0.0,15.0,30.0,15.0,45.0,15,10,66.7,5.0,33.3,10,35,25,0.0,0,0,10,0,20.0,15.0,0,0,0.0,10,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
205,Adam Forshaw,ENG,MF,Leeds United,Premier League,31,1991,5,2,159,1.8,0,0,0,0.0,0,0,0,0.0,0.0,0.0,30,36.1,83,399,161,18.9,20.0,94.4,5.56,6.11,90.9,2.22,6.11,36.4,0,1,4,0.0,0.0,4.44,36.1,33.9,2.22,1.11,0.0,0.0,2.22,0.0,1.11,0.56,0.56,0.0,30,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,3,16,2,1,0,1.67,0,1,0,0.0,43.9,1.11,7.78,31.1,6.11,0.0,43.9,2,2,80.0,0.56,20.0,24,122,50,0.0,1,0,2,0,28.3,0.0,0,0,0.0,1,1,0,2,0.56,0,0.0,0.0,5,0,0,0.0,MF,3
206,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,1,0,7,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,10,30.0,33,150,110,0.0,10.0,0.0,10.0,20.0,50.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,30.0,0.0,20.0,10.0,0.0,0.0,30.0,0,0,0.0,0.0,0.0,10,20,20,0.0,0,0,0,0,10.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,10,10,50.0,DF,3
207,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,25,1998,7,1,113,1.3,0,1,1,100.0,0,0,27,0.0,0.0,0.0,46,58.5,80,661,136,30.8,34.6,88.9,13.8,16.9,81.8,0.77,3.08,25.0,0,1,0,0.77,0.0,3.85,58.5,46.2,11.5,0.77,0.0,0.77,0.77,10.8,0.0,0.0,0.0,0.0,46,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,1,0,0,0,100,0,0,0,0.77,0,3,0,0.0,65.4,0.77,11.5,32.3,21.5,0.0,65.4,0,0,0.0,0.77,100.0,23,111,69,2.31,1,0,0,0,44.6,2.31,0,0,0.0,1,0,0,0,2.31,0,0.0,0.0,4,1,1,50.0,DF,3
208,Raphael Framberger,GER,DFFW,Augsburg,Bundesliga,27,1995,3,2,176,2.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,16,32.0,51,202,145,11.0,13.5,81.5,4.5,9.5,47.4,0.0,5.0,0.0,0,0,1,0.5,0.0,1.5,32.0,22.0,10.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,16,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,3,3,2,0,1,2,60,1,1,0,0.5,1,6,2,0.0,44.0,4.0,16.0,18.5,10.5,0.0,44.0,0,0,0.0,0.5,100.0,13,57,27,0.0,0,0,1,1,16.0,1.5,0,0,0.0,2,0,0,2,3.0,0,0.0,0.0,4,2,1,71.4,DF,3
209,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,1,0,1,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,2.0,100,12,2,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0,0,0.0,0.0,0.0,1,0,0,0.0,0,0,1,0,2.0,1.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,0,0,0.0,FW,3
210,Bartol Franji?,CRO,MF,Wolfsburg,Bundesliga,23,2000,5,3,227,2.5,0,0,0,100.0,0,0,11,0.0,0.0,0.0,24,31.6,77,371,103,13.2,14.4,91.7,8.4,10.8,77.8,1.6,2.8,57.1,0,0,2,0.4,0.0,1.6,31.6,31.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,24,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,1.2,2,3,1,0.0,45.6,3.2,14.0,25.6,6.8,1.2,45.6,0,0,50.0,0.4,50.0,20,88,35,1.2,0,0,2,0,24.8,0.4,0,0,0.0,0,0,0,0,0.8,0,0.0,0.0,4,2,1,62.5,MF,3
211,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,5,2,230,2.6,0,3,1,33.3,0,0,14,0.0,0.0,0.0,15,29.6,53,224,65,9.23,17.7,52.2,5.38,7.69,70.0,0.38,0.38,100.0,0,1,3,0.77,0.0,4.62,29.6,28.8,0.77,0.0,0.38,0.0,1.15,0.0,0.0,0.0,0.0,0.0,15,0,2,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0.0,43.1,0.0,0.77,18.5,23.8,7.69,43.1,1,0,50.0,0.77,50.0,23,77,26,0.77,0,0,5,0,32.7,6.92,0,0,0.0,3,0,1,1,0.0,0,0.0,0.0,2,6,5,51.6,FW,3
212,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,3,0,33,0.4,0,5,0,0.0,0,0,21,0.0,0.0,0.0,45,62.5,72,605,187,25.0,27.5,90.9,17.5,22.5,77.8,0.0,2.5,0.0,2,2,2,0.0,0.0,7.5,62.5,52.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,5,0,2,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,5,2,0,5,0,0,0,0,0,0,0,0.0,0,5,0,0.0,77.5,0.0,2.5,47.5,27.5,5.0,77.5,5,0,0.0,5.0,100.0,57,222,52,2.5,0,2,0,7,57.5,5.0,0,0,0.0,2,0,0,0,2.5,0,0.0,0.0,7,0,0,0.0,MF,3
213,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,1,0,23,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,10,26.7,37,93,20,6.67,20.0,33.3,3.33,3.33,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3.33,26.7,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,3,0,0,0.0,0,0,0,0.0,40.0,0.0,0.0,6.67,33.3,3.33,40.0,6,3,50.0,3.33,50.0,20,103,0,0.0,0,3,10,3,33.3,6.67,0,0,0.0,3,0,0,0,0.0,0,0.0,0.0,6,0,10,0.0,FW,3
214,Cody Gakpo,NED,FW,Liverpool,Premier League,23,1999,3,3,255,2.8,0,3,0,11.1,0,0,13,0.0,0.0,0.0,9,15.7,61,129,37,5.36,7.86,68.2,3.21,5.71,56.3,0.36,0.71,50.0,0,0,0,0.36,0.0,2.14,15.7,15.0,0.36,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,9,0,0,3,1,0,0,0,0,0.71,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,0,0,0.36,0,1,0,0.0,26.8,0.36,1.79,8.21,17.1,5.36,26.8,2,1,50.0,0.36,16.7,15,67,39,1.43,0,0,1,2,19.6,6.07,0,0,0.0,1,1,1,1,0.71,0,0.0,0.0,2,1,1,50.0,FW,3
215,Pablo Galdames Millán,CHI,DF,Cremonese,Serie A,26,1996,1,0,32,0.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,45,65.0,69,640,172,32.5,42.5,76.5,10.0,12.5,80.0,2.5,7.5,33.3,0,0,2,0.0,0.0,7.5,65.0,62.5,2.5,0.0,0.0,0.0,7.5,2.5,0.0,0.0,0.0,0.0,45,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,5,5,0,0,2,7,33,5,2,0,2.5,0,5,2,0.0,80.0,2.5,12.5,55.0,12.5,0.0,80.0,0,0,0.0,0.0,0.0,55,170,62,0.0,0,0,5,0,55.0,5.0,0,0,0.0,0,0,0,7,5.0,0,0.0,0.0,5,2,2,50.0,DF,3
216,Borja García,ESP,FWMF,Girona,La Liga,32,1990,3,2,138,1.5,1,2,2,100.0,0,0,22,0.0,0.0,0.0,22,24.0,94,296,87,14.7,14.7,100.0,6.0,6.0,100.0,0.67,1.33,50.0,0,0,2,1.33,0.0,4.67,24.0,23.3,0.67,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,22,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,2,33,1,0,0,0.67,0,1,1,0.0,34.0,0.67,5.33,18.7,10.0,2.67,34.0,0,0,100.0,0.0,0.0,24,172,80,3.33,0,0,1,2,25.3,4.0,0,0,0.0,0,1,0,0,0.67,0,0.0,0.0,2,0,0,100.0,FW,3
217,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,1,0,25,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,66,80.0,83,1656,406,6.67,16.7,40.0,46.7,50.0,93.3,13.3,13.3,100.0,3,3,0,0.0,0.0,6.67,80.0,76.7,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0.0,93.3,6.67,40.0,50.0,3.33,3.33,93.3,3,3,100.0,0.0,0.0,50,166,90,0.0,0,0,0,0,56.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,3,3,0,100.0,DF,3
218,James Garner,ENG,MF,Everton,Premier League,21,2001,6,0,142,1.6,0,1,0,50.0,0,0,22,0.0,0.0,0.0,36,49.4,74,606,108,16.9,18.8,90.0,19.4,21.3,91.2,0.63,6.25,10.0,0,0,3,0.0,0.0,3.13,49.4,46.3,3.13,0.0,0.0,0.63,3.75,0.0,3.13,2.5,0.63,0.0,36,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,2,0,0,2,25,1,1,0,1.25,2,6,0,0.0,61.9,3.75,11.3,35.6,16.3,2.5,61.9,1,0,50.0,0.63,50.0,31,175,45,0.63,1,0,0,0,33.8,0.63,0,0,0.0,2,0,0,3,3.13,0,0.0,0.0,8,1,0,66.7,MF,3
219,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1,1,90,1.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,34,40.0,85,709,206,11.0,13.0,84.6,16.0,18.0,88.9,7.0,8.0,87.5,0,0,2,0.0,0.0,2.0,40.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,1,1,0.0,1,2,4,0.0,47.0,7.0,25.0,22.0,0.0,0.0,47.0,0,0,0.0,0.0,0.0,30,98,47,0.0,0,0,0,0,30.0,0.0,0,0,0.0,2,1,0,0,0.0,0,0.0,0.0,3,1,1,50.0,DF,3
220,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,1,0,36,0.4,0,5,0,0.0,0,0,10,0.0,0.0,0.0,17,22.5,77,217,0,12.5,17.5,71.4,5.0,5.0,100.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,22.5,17.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,30.0,2.5,2.5,10.0,17.5,10.0,30.0,0,0,0.0,0.0,0.0,17,62,40,2.5,0,2,2,0,20.0,2.5,0,0,0.0,2,0,0,0,0.0,0,0.0,0.0,5,5,5,50.0,FW,3
221,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,6,6,540,6.0,0,1,0,16.7,0,0,15,0.0,0.0,0.0,51,62.0,82,1083,350,16.8,18.3,91.8,24.8,27.5,90.3,9.17,14.2,64.7,0,0,3,0.0,0.0,3.67,62.0,58.7,3.0,2.17,0.0,1.83,0.17,0.5,0.0,0.0,0.0,0.0,51,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,1,0,0.33,1,2,4,0.17,73.3,6.67,36.2,33.3,4.33,1.67,73.3,0,0,0.0,0.0,0.0,44,231,130,0.83,0,0,0,0,50.5,0.33,0,0,0.0,1,1,0,0,0.5,0,0.0,0.0,6,2,2,53.8,DF,3
222,Ismaël Gharbi,ESP,MFFW,Paris S-G,Ligue 1,18,2004,3,0,47,0.5,0,2,0,0.0,0,0,18,0.0,0.0,0.0,54,62.0,87,514,46,38.0,40.0,95.0,8.0,10.0,80.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,62.0,58.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,4,2,0,2.0,6,6,0,0.0,72.0,2.0,4.0,42.0,26.0,4.0,72.0,4,4,100.0,0.0,0.0,52,294,70,2.0,0,0,0,2,60.0,10.0,2,0,0.0,6,2,0,0,0.0,0,0.0,0.0,4,0,0,0.0,MF,3
223,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,26,1997,6,6,467,5.2,0,0,0,0.0,0,0,24,0.0,0.0,0.0,19,37.5,52,394,212,6.35,10.0,63.5,10.4,17.7,58.7,2.88,7.5,38.5,0,1,2,1.92,1.54,2.88,37.5,28.7,8.85,0.19,0.0,0.19,5.58,8.27,0.38,0.0,0.38,0.0,19,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,2,50,1,1,0,0.96,0,2,1,0.0,47.1,2.31,12.5,18.3,16.5,0.96,47.1,1,0,0.0,1.35,100.0,18,98,48,0.58,0,0,0,0,21.7,5.58,0,0,0.0,1,0,0,5,1.15,0,0.19,0.0,5,0,0,28.6,DF,3
224,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,32,1991,1,0,25,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,63.3,63,490,166,26.7,33.3,80.0,6.67,13.3,50.0,3.33,10.0,33.3,0,3,0,0.0,0.0,0.0,63.3,43.3,20.0,3.33,0.0,0.0,10.0,10.0,6.67,0.0,6.67,0.0,40,0,3,3,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,3,3,6,50,3,0,0,0.0,3,6,3,0.0,76.7,13.3,20.0,23.3,33.3,0.0,76.7,3,0,0.0,0.0,0.0,36,110,63,0.0,3,0,0,0,33.3,6.67,0,0,0.0,0,3,0,10,3.33,0,0.0,0.0,3,3,0,100.0,DF,3
225,Mario Gila,ESP,DF,Lazio,Serie A,22,2000,4,0,90,1.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,56,61.0,91,953,330,25.0,27.0,92.6,24.0,26.0,92.3,6.0,7.0,85.7,0,0,1,0.0,0.0,6.0,61.0,56.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,3,0,0,0,1,0,1,0,0,0.0,3,6,3,0.0,71.0,6.0,36.0,33.0,2.0,0.0,71.0,0,0,0.0,0.0,0.0,42,247,99,1.0,1,0,1,1,46.0,2.0,0,0,0.0,1,1,0,0,1.0,0,0.0,0.0,6,0,3,0.0,DF,3
226,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,7,2,163,1.8,0,1,0,0.0,0,0,17,0.0,0.0,0.0,78,85.6,92,1366,288,35.0,37.2,94.0,35.6,37.2,95.5,7.22,8.89,81.3,0,0,5,2.22,0.0,9.44,85.6,85.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,14,3,0,0,0.56,0,1,1,0.0,93.9,3.33,22.2,56.1,16.1,1.67,93.9,0,0,0.0,0.56,100.0,60,294,155,1.67,2,0,1,2,75.6,1.67,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4,0,1,25.0,MF,3
227,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,1,0,17,0.2,0,0,0,0.0,0,0,0,0.0,0.0,0.0,10,10.0,100,105,30,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,5,0,0,0.0,0,0,0,0.0,25.0,0.0,0.0,10.0,15.0,0.0,25.0,5,0,0.0,5.0,100.0,15,30,0,0.0,0,0,5,0,15.0,10.0,0,0,0.0,5,5,5,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
228,Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1,1,45,0.5,0,0,0,0.0,0,0,0,0.0,0.0,0.0,42,54.0,77,540,136,26.0,32.0,81.3,12.0,16.0,75.0,0.0,0.0,0.0,0,0,2,0.0,0.0,6.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,2,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,0,0,0.0,0,0,0,0.0,64.0,0.0,2.0,40.0,22.0,4.0,64.0,4,0,0.0,4.0,100.0,32,172,94,6.0,2,2,2,2,52.0,8.0,2,0,0.0,6,0,0,0,0.0,0,0.0,0.0,10,0,0,0.0,MF,3
229,Ben Godfrey,ENG,DF,Everton,Premier League,25,1998,4,3,211,2.3,0,1,0,0.0,0,0,8,0.0,0.0,0.0,30,37.8,79,540,148,11.7,12.6,93.1,16.1,19.6,82.2,2.17,4.35,50.0,0,0,3,0.0,0.0,2.17,37.8,34.8,2.61,0.43,0.0,0.0,0.43,2.17,0.0,0.0,0.0,0.0,30,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,2,0,0,1,3,50,1,2,0,1.3,0,3,0,0.0,47.4,4.35,20.0,23.0,5.65,1.3,47.4,0,0,50.0,0.43,50.0,26,128,56,0.0,0,0,0,0,27.0,0.0,0,0,0.0,1,0,0,0,1.3,0,0.0,0.0,3,1,0,60.0,DF,3
230,João Gomes,BRA,MF,Wolves,Premier League,22,2001,1,0,21,0.2,1,10,5,50.0,0,1,18,0.0,0.0,0.0,40,60.0,66,640,175,15.0,15.0,100.0,20.0,25.0,80.0,0.0,5.0,0.0,0,0,5,0.0,0.0,5.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,5,5,0,0,0,5,0,0.0,5,0,0,0,5,0,0.0,5,0,5,0,0,5,10,50,5,0,0,0.0,0,5,5,0.0,90.0,5.0,30.0,40.0,20.0,5.0,90.0,10,5,50.0,5.0,50.0,45,340,130,10.0,0,0,0,0,50.0,0.0,0,0,0.0,5,0,0,0,0.0,0,0.0,0.0,10,0,10,0.0,MF,3
231,Toti Gomes,POR,DF,Wolves,Premier League,24,1999,7,3,310,3.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,43,50.9,85,785,284,18.2,18.8,96.9,21.8,24.4,89.2,3.24,7.35,44.0,0,0,2,0.29,0.0,2.06,50.9,49.7,1.18,0.59,0.0,0.59,0.29,0.59,0.0,0.0,0.0,0.0,43,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,100,0,1,1,0.29,0,1,7,0.0,63.2,14.7,36.5,24.1,2.65,0.59,63.2,0,0,0.0,0.0,0.0,37,168,103,0.0,0,0,0,0,40.6,0.59,0,0,0.0,1,0,0,0,0.59,0,0.0,0.0,4,2,0,72.7,DF,3
232,Dani Gómez,ESP,MFFW,Espanyol,La Liga,24,1998,7,0,76,0.8,0,0,0,0.0,0,0,0,0.0,0.0,0.0,11,16.3,69,167,27,7.5,7.5,100.0,3.75,6.25,60.0,0.0,0.0,0.0,0,1,0,1.25,0.0,3.75,16.3,15.0,1.25,0.0,0.0,0.0,2.5,1.25,0.0,0.0,0.0,0.0,11,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,1,0,1,1,100,0,0,0,0.0,1,3,0,0.0,30.0,0.0,5.0,11.3,15.0,3.75,30.0,0,0,0.0,0.0,0.0,17,112,23,1.25,1,0,2,1,18.8,7.5,2,0,0.0,2,2,5,2,1.25,0,0.0,0.0,6,1,0,100.0,MF,3
233,Maxi Gómez,URU,FW,Valencia,La Liga,26,1996,3,0,108,1.2,0,2,0,0.0,0,0,18,0.83,0.0,0.0,7,11.7,64,109,2,4.17,4.17,100.0,1.67,3.33,50.0,0.83,2.5,33.3,0,1,0,0.0,0.0,0.0,11.7,10.8,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,22.5,1.67,1.67,7.5,13.3,6.67,22.5,1,0,0.0,1.67,100.0,15,77,53,0.83,0,2,2,0,17.5,0.83,0,0,0.0,3,2,0,0,0.0,0,0.0,0.0,0,1,5,25.0,FW,3
234,Sergio Gómez,ESP,DFMF,Manchester City,Premier League,22,2000,5,0,111,1.2,0,1,0,0.0,0,0,17,0.0,0.0,0.0,60,73.3,81,971,262,27.5,31.7,86.8,25.0,29.2,85.7,4.17,5.0,83.3,0,1,6,1.67,0.0,5.83,73.3,64.2,9.17,2.5,0.0,0.0,3.33,5.0,1.67,0.0,1.67,0.0,60,0,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,50,0,3,1,1.67,1,3,3,0.0,85.8,4.17,16.7,46.7,22.5,5.83,85.8,0,0,0.0,0.0,0.0,44,171,79,1.67,1,0,2,1,62.5,10.0,0,0,0.0,0,0,0,3,0.83,0,0.0,0.0,4,0,1,33.3,DF,3
